Symptom1,Symptom2,Remedies_S1,Remedies_S2,Shared_Remedies,P_B_given_A,P_A_given_B
painful tension in calves when walking,compatible with most polychrests,1,1,1,1.0,1.0
painful tension in calves when walking,weakness of ankles in learning to walk,1,1,1,1.0,1.0
painful tension in calves when walking,feet go to sleep,1,1,1,1.0,1.0
painful tension in calves when walking,exhausting sweats,1,1,1,1.0,1.0
painful tension in calves when walking,hands numb,1,1,1,1.0,1.0
painful tension in calves when walking,burning in coccyx when touched,1,1,1,1.0,1.0
painful tension in calves when walking,fingers go to sleep,1,1,1,1.0,1.0
painful tension in calves when walking,nosebleed preceded by vertigo,1,1,1,1.0,1.0
painful tension in calves when walking,boring in condyles of wrist,1,1,1,1.0,1.0
painful tension in calves when walking,pressing drawing in lumbar region,1,1,1,1.0,1.0
painful tension in calves when walking,stitches in left hip when sitting,1,1,1,1.0,1.0
painful tension in calves when walking,sharp drawing across small of back,1,1,1,1.0,1.0
painful tension in calves when walking,painful tension between shoulders,1,1,1,1.0,1.0
painful tension in calves when walking,joints feel as if broken,1,1,1,1.0,1.0
painful tension in calves when walking,coldness in lumbar region with cough,1,1,1,1.0,1.0
painful tension in calves when walking,cramp in forepart of leg near tibia on walking,1,1,1,1.0,1.0
painful tension in calves when walking,legs up to knees go to sleep,1,1,1,1.0,1.0
painful tension in calves when walking,suppuration of glands,1,1,1,1.0,1.0
painful tension in calves when walking,nosebleed in the morning,1,1,1,1.0,1.0
painful tension in calves when walking,ulcerative bruised pain in coccyx,1,1,1,1.0,1.0
painful tension in calves when walking,numbness of limbs,1,1,1,1.0,1.0
painful tension in calves when walking,drawing in tip of elbow,1,1,1,1.0,1.0
painful tension in calves when walking,pain in hip causes limping,1,1,1,1.0,1.0
painful tension in calves when walking,bruised pain in limbs during motion,1,1,1,1.0,1.0
painful tension in calves when walking,prickling stitches in nape of neck,1,1,1,1.0,1.0
painful tension in calves when walking,sensitive to every step,1,1,1,1.0,1.0
white about the mouth,tearing jerking pain in middle of spine,1,1,1,1.0,1.0
white about the mouth,intermitting form of rheumatism,1,1,1,1.0,1.0
white about the mouth,drawing tearing pain along whole spine,1,1,1,1.0,1.0
white about the mouth,pain in limbs,1,1,1,1.0,1.0
white about the mouth,distortion of limbs,1,1,1,1.0,1.0
white about the mouth,left leg semi-flexed on abdomen,1,1,1,1.0,1.0
white about the mouth,spasmodic twitching of limbs,1,1,1,1.0,1.0
white about the mouth,convulsion of extensor muscles,1,1,1,1.0,1.0
white about the mouth,lancinating pain in upper spinal column,1,1,1,1.0,1.0
white about the mouth,spasmodic contractions of hands,1,1,1,1.0,1.0
white about the mouth,small of back pain not worse by stooping,1,1,1,1.0,1.0
white about the mouth,cramp-like drawing in arms,1,1,1,1.0,1.0
white about the mouth,pain in loins as after long standing,1,1,1,1.0,1.0
white about the mouth,upper arm pain worse from motion,1,1,1,1.0,1.0
white about the mouth,left leg semi-flexed on itself,1,1,1,1.0,1.0
white about the mouth,paralytic pain in left thigh near knee,1,1,1,1.0,1.0
white about the mouth,single small jerking stitches in one hand,1,1,1,1.0,1.0
white about the mouth,boring pinching pains in upper arms,1,1,1,1.0,1.0
white about the mouth,sprained feeling in wrist joint,1,1,1,1.0,1.0
white about the mouth,ravenous hunger,1,1,1,1.0,1.0
white about the mouth,lancinating pain toward right scapula,1,1,1,1.0,1.0
white about the mouth,grinding teeth at night,1,1,1,1.0,1.0
several joints on right side affected,severe pains in all joints,1,1,1,1.0,1.0
several joints on right side affected,engorgement subsided,1,1,1,1.0,1.0
several joints on right side affected,pains shooting,1,1,1,1.0,1.0
several joints on right side affected,tonsils with white spots,1,1,1,1.0,1.0
several joints on right side affected,rheumatic pains in little toes,1,1,1,1.0,1.0
several joints on right side affected,ankle on right side affected,1,1,1,1.0,1.0
several joints on right side affected,nodes on fingers subsided,1,1,1,1.0,1.0
several joints on right side affected,canker sores,1,1,1,1.0,1.0
several joints on right side affected,chronic gonorrheal rheumatism,1,1,1,1.0,1.0
several joints on right side affected,rheumatic pains in fingers,1,1,1,1.0,1.0
several joints on right side affected,left ischiatic nerve pain downward to knees,1,1,1,1.0,1.0
several joints on right side affected,tonsils red,1,1,1,1.0,1.0
several joints on right side affected,drawing in left calf,1,1,1,1.0,1.0
several joints on right side affected,acute inflammatory articular rheumatism,1,1,1,1.0,1.0
several joints on right side affected,nightly pain most agonizing,1,1,1,1.0,1.0
several joints on right side affected,temporarily improved by hot applications,1,1,1,1.0,1.0
several joints on right side affected,heat about joints,1,1,1,1.0,1.0
several joints on right side affected,inflammatory rheumatism followed by plastic iritis,1,1,1,1.0,1.0
several joints on right side affected,acute piercing pains in knees,1,1,1,1.0,1.0
several joints on right side affected,parts exquisitely sensitive,1,1,1,1.0,1.0
several joints on right side affected,worse especially at night,1,1,1,1.0,1.0
several joints on right side affected,burning pains changing from one place to another,1,1,1,1.0,1.0
several joints on right side affected,large joints on left side affected,1,1,1,1.0,1.0
several joints on right side affected,drawing extending into thigh,1,1,1,1.0,1.0
several joints on right side affected,pains drawing,1,1,1,1.0,1.0
several joints on right side affected,attacking one or more joints,1,1,1,1.0,1.0
several joints on right side affected,great swelling,1,1,1,1.0,1.0
several joints on right side affected,transferred to left arm,1,1,1,1.0,1.0
several joints on right side affected,pains disappeared,1,1,1,1.0,1.0
several joints on right side affected,soreness about joints,1,1,1,1.0,1.0
several joints on right side affected,improved by dry heat,1,1,1,1.0,1.0
several joints on right side affected,pains drive him out of bed,1,1,1,1.0,1.0
several joints on right side affected,joints exquisitely sensitive,1,1,1,1.0,1.0
several joints on right side affected,redness about joints,1,1,1,1.0,1.0
several joints on right side affected,vertigo with tendency to fall to the right,1,1,1,1.0,1.0
several joints on right side affected,wrist joint on right side affected,1,1,1,1.0,1.0
several joints on right side affected,rheumatoid arthritis,1,1,1,1.0,1.0
sore muscles worse walking,constant backache in sacrum worse stooping,1,1,1,1.0,1.0
sore muscles worse walking,weight in right hypochondrium,1,1,1,1.0,1.0
sore muscles worse walking,cannot focus on work,1,1,1,1.0,1.0
sore muscles worse walking,sense of spinal weakness,1,1,1,1.0,1.0
sore muscles worse walking,hemorrhoidal troubles,1,1,1,1.0,1.0
sore muscles worse walking,depressed mind,1,1,1,1.0,1.0
sore muscles worse walking,constant backache in sacrum worse walking,1,1,1,1.0,1.0
sore muscles worse walking,swollen left knee,1,1,1,1.0,1.0
sore muscles worse walking,fainting feeling,1,1,1,1.0,1.0
sore muscles worse walking,stiff left knee,1,1,1,1.0,1.0
sore muscles worse walking,left arm feels over-exercised,1,1,1,1.0,1.0
sore muscles worse walking,pain downward from right hip joint,1,1,1,1.0,1.0
sore muscles worse walking,lameness in small of back,1,1,1,1.0,1.0
sore muscles worse walking,pain in sacro-iliac symphysis worse walking,1,1,1,1.0,1.0
sore muscles worse walking,lameness in neck,1,1,1,1.0,1.0
sore muscles worse walking,sensation of arm paralysis,1,1,1,1.0,1.0
sore muscles worse walking,stinging in right arm,1,1,1,1.0,1.0
sore muscles worse walking,uncomfortable rectal feeling as if filled with sticks,1,1,1,1.0,1.0
sore muscles worse walking,severe aching from stomach pit to lower liver lobe,1,1,1,1.0,1.0
sore muscles worse walking,sad mind,1,1,1,1.0,1.0
sore muscles worse walking,tender right hypochondrium,1,1,1,1.0,1.0
sore muscles worse walking,constant backache in hips worse stooping,1,1,1,1.0,1.0
sore muscles worse walking,weakness in neck,1,1,1,1.0,1.0
sore muscles worse walking,dull aching between shoulders,1,1,1,1.0,1.0
sore muscles worse walking,dark urine,1,1,1,1.0,1.0
sore muscles worse walking,constant aching in right hip joint,1,1,1,1.0,1.0
sore muscles worse walking,weariness in small of back,1,1,1,1.0,1.0
sore muscles worse walking,gloomy mind,1,1,1,1.0,1.0
sore muscles worse walking,tearing in small of back on walking,1,1,1,1.0,1.0
sore muscles worse walking,hot urine,1,1,1,1.0,1.0
sore muscles worse walking,pain in scapulae worse inspiration,1,1,1,1.0,1.0
sore muscles worse walking,sense of lameness,1,1,1,1.0,1.0
sore muscles worse walking,sore leg,1,1,1,1.0,1.0
sore muscles worse walking,bruised feeling in right hip joint,1,1,1,1.0,1.0
sore muscles worse walking,aching in left acromion,1,1,1,1.0,1.0
sore muscles worse walking,dry fauces,1,1,1,1.0,1.0
sore muscles worse walking,weak back must lie down,1,1,1,1.0,1.0
sore muscles worse walking,constant backache in hips worse walking,1,1,1,1.0,1.0
sore muscles worse walking,true lumbago,1,1,1,1.0,1.0
sore muscles worse walking,severe dull pain across hips,1,1,1,1.0,1.0
sore muscles worse walking,weak legs must lie down,1,1,1,1.0,1.0
sore muscles worse walking,severe dull pain across back as if breaking,1,1,1,1.0,1.0
sore muscles worse walking,hardly able to rise,1,1,1,1.0,1.0
sore muscles worse walking,dull aching in small of back worse walking,1,1,1,1.0,1.0
sore muscles worse walking,dry mouth,1,1,1,1.0,1.0
sore muscles worse walking,painful joints,1,1,1,1.0,1.0
sore muscles worse walking,weakness in back,1,1,1,1.0,1.0
sore muscles worse walking,sore tendo achillis,1,1,1,1.0,1.0
sore muscles worse walking,sense of heaviness,1,1,1,1.0,1.0
sore muscles worse walking,affinity for left knee joint,1,1,1,1.0,1.0
sore muscles worse walking,severe pain in right chest worse inspiration,1,1,1,1.0,1.0
pain in feet,acrid leucorrhoea,1,1,1,1.0,1.0
pain in feet,sharp pain in knee joints,1,1,1,1.0,1.0
pain in feet,has to lift eyelids with hand,1,1,1,1.0,1.0
pain in feet,oppression of chest with pains,1,1,1,1.0,1.0
pain in feet,sensation as if uterus were congested,1,1,1,1.0,1.0
pain in feet,pain in toes,1,1,1,1.0,1.0
pain in feet,fullness in uterus,1,1,1,1.0,1.0
pain in feet,severe drawing in wrists,1,1,1,1.0,1.0
pain in feet,cutting in joints when closing hands,1,1,1,1.0,1.0
pain in feet,weakening leucorrhoea,1,1,1,1.0,1.0
pain in feet,pains remain only a short time in one place,1,1,1,1.0,1.0
pain in feet,very painful menses,1,1,1,1.0,1.0
pain in feet,knees weak when walking,1,1,1,1.0,1.0
pain in feet,spasmodic dysmenorrhoea,1,1,1,1.0,1.0
pain in feet,affects fingers,1,1,1,1.0,1.0
pain in feet,great heaviness of eyelids,1,1,1,1.0,1.0
pain in feet,associated with deranged female sexual system,1,1,1,1.0,1.0
pain in feet,flying pains in arms,1,1,1,1.0,1.0
pain in feet,rheumatic conditions of small joints,1,1,1,1.0,1.0
pain in feet,dull pains in lumbar region,1,1,1,1.0,1.0
pain in feet,menses too soon,1,1,1,1.0,1.0
pain in feet,fingers very stiff,1,1,1,1.0,1.0
pain in feet,affects ankles,1,1,1,1.0,1.0
pain in feet,rheumatism of finger joints,1,1,1,1.0,1.0
pain in feet,rheumatic conditions of pregnancy,1,1,1,1.0,1.0
pain in feet,pains shift to another place,1,1,1,1.0,1.0
pain in feet,affects toes,1,1,1,1.0,1.0
pain in feet,swelling of wrists,1,1,1,1.0,1.0
pain in feet,tension in uterus,1,1,1,1.0,1.0
pain in feet,rheumatism especially of small joints,1,1,1,1.0,1.0
pain in feet,tremulous weakness over whole body,1,1,1,1.0,1.0
pain in feet,drawing pains in joints of legs,1,1,1,1.0,1.0
pain in feet,rheumatic stiffness of nape of neck,1,1,1,1.0,1.0
pain in feet,pains shifting to nape of neck,1,1,1,1.0,1.0
pain in feet,pains shift to nape of neck,1,1,1,1.0,1.0
stitches in coccyx,restless legs,1,1,1,1.0,1.0
stitches in coccyx,pressive drawing in small of back at rest,1,1,1,1.0,1.0
stitches in coccyx,right arm hangs down no use,1,1,1,1.0,1.0
stitches in coccyx,pressive drawing passes off walking,1,1,1,1.0,1.0
stitches in coccyx,obstinate coryza,1,1,1,1.0,1.0
stitches in coccyx,pain in fingers,1,1,1,1.0,1.0
stitches in coccyx,useful in sedentary elderly women,1,1,1,1.0,1.0
stitches in coccyx,boring in knees,1,1,1,1.0,1.0
stitches in coccyx,cramps in right arm drawing backward,1,1,1,1.0,1.0
stitches in coccyx,rigid fingers at night,1,1,1,1.0,1.0
stitches in coccyx,gums bleed easily,1,1,1,1.0,1.0
stitches in coccyx,languor of lower limbs,1,1,1,1.0,1.0
stitches in coccyx,worse with wet applications,1,1,1,1.0,1.0
stitches in coccyx,pain in back of hand,1,1,1,1.0,1.0
stitches in coccyx,dyspnea,1,1,1,1.0,1.0
stitches in coccyx,useful in scrofulous children,1,1,1,1.0,1.0
stitches in coccyx,tearing in zygomas,1,1,1,1.0,1.0
stitches in coccyx,inimical to lachesis,1,1,1,1.0,1.0
stitches in coccyx,worse in winter,1,1,1,1.0,1.0
stitches in coccyx,epistaxis,1,1,1,1.0,1.0
stitches in coccyx,sprained wrist joint pain,1,1,1,1.0,1.0
stitches in coccyx,pain in nape worse right side,1,1,1,1.0,1.0
stitches in coccyx,tearing in limbs,1,1,1,1.0,1.0
stitches in coccyx,sleeping fingers,1,1,1,1.0,1.0
stitches in coccyx,pain in wrists,1,1,1,1.0,1.0
stitches in coccyx,legs go to sleep when standing,1,1,1,1.0,1.0
stitches in coccyx,aversion to walking in open air,1,1,1,1.0,1.0
stitches in coccyx,intense coldness in small of back,1,1,1,1.0,1.0
stitches in coccyx,drawing leg pain,1,1,1,1.0,1.0
stitches in coccyx,rigid fingers when grasping,1,1,1,1.0,1.0
stitches in coccyx,pressive drawing in loins at rest,1,1,1,1.0,1.0
stitches in coccyx,swollen hand,1,1,1,1.0,1.0
stitches in coccyx,restless feet,1,1,1,1.0,1.0
stitches in coccyx,tearing shoulder pain,1,1,1,1.0,1.0
stitches in coccyx,tearing tooth pain,1,1,1,1.0,1.0
stitches in coccyx,legs go to sleep when lying,1,1,1,1.0,1.0
stitches in coccyx,rigid arms in mornings,1,1,1,1.0,1.0
stitches in coccyx,headache worse in winter,1,1,1,1.0,1.0
stitches in coccyx,bruised shoulder pain,1,1,1,1.0,1.0
stitches in coccyx,swollen hands when hanging,1,1,1,1.0,1.0
stitches in coccyx,pain in thumbs,1,1,1,1.0,1.0
frostbitten foot inflammation,lump sensation in epigastrium,1,1,1,1.0,1.0
frostbitten foot inflammation,tension in forearms,1,1,1,1.0,1.0
frostbitten foot inflammation,neck rheumatism in dorsal region,1,1,1,1.0,1.0
frostbitten foot inflammation,weakness between shoulder blades,1,1,1,1.0,1.0
frostbitten foot inflammation,stinging pain in knee joint,1,1,1,1.0,1.0
frostbitten foot inflammation,swollen toes from excessive cold,1,1,1,1.0,1.0
frostbitten foot inflammation,lameness,1,1,1,1.0,1.0
frostbitten foot inflammation,periosteal leg bone pain,1,1,1,1.0,1.0
frostbitten foot inflammation,head drawn backward in spasm,1,1,1,1.0,1.0
frostbitten foot inflammation,rheumatic gouty stiffness of left hand,1,1,1,1.0,1.0
frostbitten foot inflammation,loin weakness,1,1,1,1.0,1.0
frostbitten foot inflammation,sensitive spinal processes to touch,1,1,1,1.0,1.0
frostbitten foot inflammation,sore in lumbo-sacral region while exercising,1,1,1,1.0,1.0
frostbitten foot inflammation,shooting in toes,1,1,1,1.0,1.0
frostbitten foot inflammation,lameness in forearms,1,1,1,1.0,1.0
frostbitten foot inflammation,self-injury attempts,1,1,1,1.0,1.0
frostbitten foot inflammation,aching in lumbo-sacral region while sitting,1,1,1,1.0,1.0
frostbitten foot inflammation,sprained deltoid feeling,1,1,1,1.0,1.0
frostbitten foot inflammation,bruised feeling in joints,1,1,1,1.0,1.0
frostbitten foot inflammation,leg pain worse standing,1,1,1,1.0,1.0
